       EEG1       EEG2       EEG3       EEG4
       -9.9        5.8       -3.0      -26.6
       -6.0       13.1       -4.8      -21.9
       -0.3       18.9       -6.4      -12.1
        8.0       22.9       -7.6       -0.9
       17.4       24.8       -8.0        7.5
       24.3       23.8       -7.6       10.4
       25.9       19.3       -7.0        8.3
       23.0       11.4       -6.6        4.5
       18.4        0.8       -6.6        2.0
       13.4      -11.4       -7.4        1.4
        8.6      -22.3       -8.3        1.9
        5.0      -28.5       -8.0        2.6
        2.8      -28.1       -5.4        2.4
        1.1      -21.0       -0.8       -0.1
       -0.1       -9.3        4.3       -4.4
        0.0        4.0        8.0       -8.5
        3.1       16.9       10.1      -11.0
        9.6       28.0       10.9      -11.9
       18.3       35.6       10.1      -11.6
       26.5       37.8        7.5      -10.6
       32.4       34.1        3.8       -9.4
       35.1       26.8        0.4       -7.8
       35.0       18.4       -1.5       -5.4
       32.5       10.9       -1.5       -2.1
       27.9        4.4       -0.3        1.3
       21.5       -1.6        0.8        4.0
       15.0       -6.9        0.5        4.9
        9.6      -10.6       -1.1        3.4
        5.5      -12.8       -3.8        0.6
        1.9      -13.9       -6.9       -1.9
       -1.5      -14.5       -9.6       -3.8
       -3.8      -14.5      -10.5       -5.5
       -3.3      -13.0       -8.5       -7.9
        0.6       -8.5       -3.6      -11.0
        6.5       -0.4        2.8      -14.8
       11.4       10.0        8.4      -18.3
       13.4       19.6       11.1      -19.5
       12.6       25.4        9.9      -16.9
       10.6       26.1        5.8      -11.3
        9.4       24.1        1.8       -4.5
       10.3       22.9       -0.3        1.3
       13.1       22.6       -0.4        4.9
       16.1       20.3        0.3        6.3
       17.5       13.6        0.9        5.8
       17.3        3.6        1.5        4.4
       17.0       -6.3        2.5        2.5
       17.5      -13.4        3.4        0.0
       17.9      -17.0        3.5       -2.6
       17.6      -18.0        2.5       -5.1
       16.9      -17.9        1.0       -7.5
       16.1      -16.4        0.5       -9.3
       15.3      -12.1        1.6      -10.5
       13.6       -4.5        3.6      -11.9
       11.1        4.3        5.1      -14.3
        8.4       11.0        5.3      -17.3
        6.6       14.6        4.5      -19.3
        6.3       15.9        3.3      -18.9
        6.9       16.0        1.6      -16.6
        7.8       16.0       -0.4      -13.9
        9.4       16.1       -2.5      -11.5
       12.8       16.6       -3.5       -9.5
       18.1       17.9       -2.1       -7.8
       24.5       19.0        0.8       -6.3
       29.3       18.4        3.9       -4.9
       30.8       14.6        6.9       -3.5
       29.4        7.9        9.8       -1.9
       26.9        0.3       12.4        0.0
       25.1       -5.4       14.6        1.8
       24.6       -7.4       15.8        3.0
       24.8       -5.4       15.6        3.5
       25.0        1.5       15.3        3.3
       24.5       13.3       15.3        2.1
       22.6       27.5       15.3        0.5
       19.6       41.0       14.6       -0.5
       17.3       51.0       13.4       -0.8
       17.3       55.9       11.6       -0.9
       20.0       55.6        9.6       -0.5
       24.5       51.1        7.4        1.4
       29.5       44.9        4.9        4.1
       34.5       39.5        2.9        5.9
       39.0       35.6        1.9        5.1
       41.9       32.5        2.4        2.6
       42.4       29.3        4.1        0.3
       40.1       25.0        6.0       -1.0
       35.5       20.1        7.0       -1.4
       29.8       16.0        6.9       -2.0
       24.6       12.5        6.5       -3.6
       21.1        7.4        6.9       -6.0
       18.9       -1.3        8.1       -8.1
       17.1      -10.6        9.4       -9.8
       15.8      -14.9       10.0      -11.6
       15.5       -9.6        9.4      -14.0
       16.9        3.5        7.4      -16.0
       18.9       17.6        4.5      -16.3
       19.9       26.1        1.6      -14.3
       18.6       27.1       -0.8      -11.1
       15.1       22.5       -2.5       -8.4
       10.8       15.1       -4.3       -6.8
        6.0        7.0       -6.6       -6.0
        1.0       -0.1       -9.8       -5.8
       -2.9       -4.1      -12.8       -5.8
       -3.4       -3.3      -14.1       -6.1
        1.1        1.5      -13.9       -6.4
       10.4        6.9      -13.0       -5.9
       22.6       10.6      -12.4       -4.4
       34.3       12.6      -12.5       -2.9
       41.1       13.8      -13.1       -2.9
       40.8       14.6      -14.0       -4.8
       34.3       15.3      -15.0       -7.6
       25.4       15.8      -15.6      -10.4
       18.1       16.4      -15.4      -12.0
       14.3       17.6      -14.8      -12.3
       13.3       19.4      -14.9      -11.5
       13.6       20.6      -16.0      -10.6
       14.1       20.9      -17.0       -9.8
       13.1       20.5      -17.1       -8.9
        9.8       19.6      -16.8       -8.3
        4.5       17.5      -16.8       -8.9
       -2.0       13.3      -17.3      -11.1
       -9.4        6.6      -18.0      -14.5
      -16.5       -1.4      -18.9      -18.1
      -21.5       -9.1      -19.4      -21.0
      -22.8      -15.4      -18.9      -22.3
      -20.1      -19.6      -17.4      -22.6
      -15.9      -22.4      -15.3      -23.5
      -12.5      -24.0      -13.3      -25.3
      -10.6      -23.9      -12.0      -26.6
       -9.6      -21.3      -12.4      -26.6
       -9.1      -17.3      -14.0      -25.3
       -9.9      -14.5      -15.4      -22.9
      -12.1      -14.3      -14.9      -20.3
      -14.3      -15.3      -12.5      -18.6
      -14.3      -15.3       -8.9      -18.9
      -11.3      -13.1       -4.9      -20.9
       -6.0       -9.5       -2.0      -23.1
       -0.6       -5.4       -1.5      -24.1
        2.5       -2.0       -2.9      -23.4
        2.6        0.0       -4.8      -21.4
        0.9        0.3       -6.4      -19.0
       -2.0       -1.8       -7.6      -16.4
       -6.4       -6.4       -8.3      -13.1
      -12.1      -12.8       -7.5       -9.9
      -17.5      -19.5       -5.3       -7.8
      -20.6      -25.1       -2.5       -7.4
      -21.3      -29.6        0.0       -8.1
      -20.4      -33.8        1.9       -9.1
      -19.1      -37.3        2.8      -10.0
      -17.8      -38.8        2.6      -10.8
      -16.0      -37.6        2.3      -12.1
      -14.1      -34.6        1.9      -14.0
      -12.4      -31.4        0.9      -14.9
      -10.8      -29.0       -0.9      -13.3
       -9.6      -28.0       -2.5       -9.1
       -9.8      -28.3       -3.3       -4.1
      -11.0      -28.5       -2.8       -0.1
      -12.0      -27.3       -1.1        1.9
      -12.0      -24.0        1.1        2.4
      -11.5      -19.9        3.0        2.1
      -11.1      -16.4        4.3        2.1
      -10.0      -13.9        4.8        2.6
       -7.8      -12.4        4.5        3.4
       -6.0      -12.3        4.4        4.1
       -7.3      -13.9        5.1        5.0
      -11.6      -16.9        6.1        5.8
      -17.0      -19.5        6.0        5.6
      -21.0      -20.3        4.1        4.4
      -22.1      -19.0        1.9        2.9
      -19.5      -16.0        0.5        2.4
      -13.9      -12.1       -0.1        3.1
       -7.9       -9.0       -0.8        4.5
       -4.0       -8.1       -1.3        5.5
       -2.8       -8.9       -1.0        5.5
       -3.0       -9.3       -0.1        4.6
       -4.1       -7.6        1.3        3.5
       -6.9       -5.3        3.8        2.9
      -11.0       -3.9        6.5        3.4
      -14.5       -4.0        7.4        5.4
      -16.1       -5.0        5.6        8.4
      -16.6       -6.4        2.3       10.9
      -17.3       -8.5       -1.0       11.8
      -17.9      -11.6       -3.0       11.1
      -18.3      -14.8       -3.8       10.0
      -18.9      -15.6       -3.8        9.8
      -19.9      -12.5       -3.8       10.0
      -20.5       -6.8       -3.6        9.6
      -19.4       -0.6       -2.5        8.6
      -15.5        5.1       -0.1        7.1
       -8.5       10.8        3.3        5.5
        0.5       15.9        7.1        4.6
        8.4       18.6       10.8        5.0
       12.6       18.1       13.1        6.1
       12.9       15.1       13.3        7.1
       10.0       11.1       11.1        7.5
        5.5        7.9        8.3        7.5
        0.6        6.0        5.8        7.3
       -3.9        4.6        3.4        6.1
       -7.6        2.5        1.0        4.0
      -11.0       -0.9       -0.5        1.8
      -13.8       -4.3       -0.8        0.4
      -14.6       -6.0        0.5        0.6
      -13.3       -5.1        2.4        2.5
      -11.0       -2.4        3.3        5.4
       -9.8        0.5        2.5        8.5
      -10.6        2.0        0.8       10.9
      -13.0        2.0       -0.4       11.3
      -15.6        1.6        0.0        9.6
      -17.8        1.8        1.8        7.1
      -19.6        1.5        4.4        5.4
      -21.5       -0.3        7.4        4.9
      -22.4       -2.9       10.0        4.9
      -20.9       -3.9       10.6        4.4
      -16.4       -1.6        8.8        3.1
       -9.1        2.9        5.6        1.8
       -0.3        7.0        3.8        1.1
        8.0        9.5        4.5        1.5
       13.8       10.9        7.0        2.1
       16.4       12.1        9.8        1.8
       16.5       13.8       12.0        0.1
       15.1       14.6       13.8       -1.8
       13.1       14.0       15.0       -2.6
       11.0       12.6       15.5       -2.6
        9.5       12.3       15.3       -1.9
        8.9       13.1       14.5       -0.3
        8.0       14.3       13.3        1.5
        6.3       14.6       11.9        2.1
        3.8       13.9       10.9        1.4
        1.6       12.5       10.1       -0.1
        0.9       11.1       10.0       -1.3
        1.1        9.9       10.8       -1.3
        1.1        8.9       12.3       -0.8
        0.1        8.5       14.0       -0.1
       -1.6        8.6       15.0        0.4
       -3.1        8.6       14.8        0.5
       -3.5        9.1       13.1        0.4
       -1.3       11.5       10.8        0.0
        3.9       16.1        8.5       -0.8
       10.1       21.0        7.4       -1.4
       14.1       23.4        7.5       -1.9
       13.9       22.4        8.1       -2.5
        9.8       18.6        7.8       -3.4
        3.8       13.9        6.1       -4.5
       -1.0       10.3        4.5       -5.6
       -2.6        9.8        4.9       -6.4
       -1.5       12.5        7.9       -6.5
        0.0       16.4       11.8       -5.4
       -0.3       19.0       14.6       -2.8
       -3.0       19.4       16.1        1.0
       -7.8       17.8       17.4        4.9
      -13.1       14.8       18.6        8.0
      -18.0       10.9       19.1       10.5
      -22.0        5.8       18.1       12.9
      -25.6       -1.0       16.1       14.6
      -29.0       -8.3       14.0       14.3
      -31.1      -13.3       12.6       11.6
      -31.1      -14.8       12.5        7.9
      -29.4      -13.3       13.3        5.0
      -27.1      -10.3       13.6        4.4
      -26.3       -7.9       12.8        5.5
      -27.9       -8.0       10.6        6.9
      -31.3      -11.0        7.4        7.4
      -34.5      -14.9        3.9        6.4
      -36.0      -17.3        1.5        4.5
      -36.0      -17.6        1.0        2.9
      -35.9      -16.5        1.4        2.3
      -36.3      -15.0        1.3        2.1
      -36.6      -13.5        0.3        2.3
      -36.5      -12.6       -0.8        2.6
      -36.0      -13.4       -1.3        3.0
      -35.3      -16.0       -1.8        3.3
      -35.0      -19.6       -2.9        3.0
